optimus_id,age,party,ethnicity,income,marital_status,occupation_industry,vh02g,vh04g,vh06g,vh08g,vh10g,vh12g,donates_to_liberal_causes,congressional_district,vote,vote_prob
58953,60.0,1,1,3,3,14,1,1,1,1,1,1,2,3.0,0,0.3
796126,35.0,4,1,6,3,14,0,1,1,1,1,0,2,2.0,0,0.1
362076,54.0,2,2,6,3,14,0,0,0,0,0,0,2,4.0,0,0.0
421768,25.0,2,2,5,3,14,1,0,1,0,0,0,2,4.0,0,0.0
966514,77.0,2,1,6,2,14,0,0,0,0,0,0,2,2.0,0,0.0
1064390,76.0,1,6,4,1,4,1,1,1,1,1,1,2,2.0,1,0.6
838230,30.0,1,1,3,1,14,0,0,0,0,0,0,2,2.0,0,0.0
755035,84.0,4,6,4,1,5,1,0,0,0,0,0,2,3.0,0,0.3
1072885,34.0,4,1,1,3,14,1,1,1,0,1,0,2,2.0,0,0.1
420837,39.0,2,2,3,3,14,1,0,0,0,0,0,2,4.0,0,0.0
1082391,72.0,1,1,6,1,14,1,1,1,1,1,0,2,4.0,0,0.5
227120,25.0,4,1,6,3,14,1,0,1,0,0,0,2,4.0,0,0.0
311035,28.0,1,1,6,3,14,1,0,0,0,0,0,2,4.0,0,0.0
363704,65.0,2,1,5,3,2,1,1,1,1,1,0,2,4.0,0,0.4
456756,55.0,4,1,5,3,14,1,1,1,0,1,0,2,1.0,0,0.0
42840,61.0,2,1,5,3,14,1,1,1,1,1,0,2,3.0,0,0.0
799729,61.0,1,1,4,1,14,1,1,1,1,1,1,2,2.0,0,0.3
726283,55.0,4,4,3,2,1,1,1,1,1,1,1,2,3.0,0,0.0
583915,74.0,1,1,3,1,6,1,1,1,1,1,1,2,1.0,1,0.6
308032,62.0,1,4,3,3,1,1,0,0,0,0,0,2,3.0,0,0.0
168505,39.0,1,1,4,1,14,1,1,1,0,1,0,2,4.0,0,0.1
735259,58.0,2,1,3,3,14,1,0,0,0,0,0,2,3.0,0,0.0
66912,57.0,1,1,4,3,7,1,1,1,1,1,0,2,3.0,0,0.2
662823,70.0,1,1,6,3,14,1,1,1,1,1,1,2,3.0,1,0.7
1019730,44.0,1,6,6,3,14,1,0,1,0,1,1,2,2.0,0,0.0
61697,66.0,2,1,3,1,14,1,1,1,0,0,0,2,3.0,0,0.0
57229,40.0,3,1,2,1,14,1,0,0,0,0,0,2,3.0,0,0.0
741505,63.0,1,1,5,3,4,1,1,1,0,0,0,2,3.0,0,0.3
132125,65.0,2,1,4,3,14,1,1,1,1,1,0,2,4.0,0,0.2
600740,43.0,2,1,4,3,1,1,0,1,1,1,0,2,3.0,0,0.0
51709,52.0,3,1,3,1,8,0,0,0,0,0,0,2,3.0,0,0.0
915317,43.0,4,4,4,3,14,1,0,0,0,0,0,2,2.0,0,0.0
202936,41.0,1,1,1,2,14,1,0,0,0,0,0,2,4.0,0,0.0
449898,47.0,2,4,6,3,14,1,1,0,0,0,0,2,1.0,0,0.0
379526,71.0,4,6,2,1,14,1,1,0,0,0,0,2,4.0,0,0.1
27820,42.0,1,1,2,3,14,1,1,0,0,0,0,2,3.0,0,0.0
243999,67.0,2,1,4,3,14,1,1,1,1,1,1,2,3.0,0,0.4
61526,79.0,1,1,3,1,14,1,1,1,1,1,1,2,3.0,1,0.6
711608,67.0,2,1,4,1,14,1,1,1,1,1,0,2,3.0,0,0.2
1099236,54.0,1,1,3,1,14,1,1,1,1,1,1,2,2.0,0,0.3
260402,83.0,4,6,5,3,4,1,1,1,0,1,0,2,4.0,0,0.4
1023858,44.0,2,1,2,3,14,1,1,1,1,1,1,2,2.0,0,0.1
753700,42.0,2,1,5,3,14,0,0,0,0,0,0,2,3.0,0,0.0
142804,35.0,1,1,4,1,14,1,1,1,1,1,1,2,4.0,0,0.0
546853,64.0,2,4,6,3,14,0,0,0,0,0,0,2,3.0,0,0.0
747099,76.0,2,3,6,3,14,1,1,1,1,1,1,2,3.0,0,0.5
739242,73.0,4,4,3,3,14,1,1,1,1,1,0,2,3.0,0,0.1
692258,42.0,1,1,6,3,14,0,0,0,0,0,0,2,1.0,0,0.0
172373,53.0,2,1,3,1,14,1,1,1,1,1,1,2,4.0,0,0.3
151098,50.0,3,6,6,3,14,0,0,0,0,0,0,2,4.0,0,0.0
854958,66.0,2,1,5,1,5,1,1,0,1,1,1,2,4.0,0,0.5
943670,58.0,2,1,3,3,14,0,0,0,0,0,0,2,2.0,0,0.0
86126,32.0,4,4,6,3,14,1,0,0,0,0,0,2,1.0,0,0.0
720210,53.0,2,5,4,1,14,1,1,1,1,1,1,2,3.0,0,0.3
75620,47.0,2,1,5,3,1,0,0,0,0,0,0,2,1.0,0,0.1
703290,21.0,4,1,2,3,14,1,0,0,0,0,0,2,3.0,0,0.0
1068845,63.0,4,6,6,3,14,1,1,1,0,1,1,2,2.0,0,0.1
34894,81.0,2,1,4,3,14,1,1,1,1,1,1,2,3.0,1,0.6
1030349,53.0,1,4,2,2,14,1,0,1,0,1,0,2,2.0,0,0.1
1012764,76.0,2,1,6,1,14,1,1,1,1,1,0,2,2.0,0,0.2
689193,51.0,4,4,6,3,14,0,0,1,0,0,0,2,3.0,0,0.0
945461,27.0,2,1,4,3,14,1,1,1,0,0,0,2,2.0,0,0.0
396369,52.0,1,1,6,3,14,1,1,0,0,1,0,2,1.0,0,0.0
1072971,84.0,1,3,4,1,5,1,1,1,1,1,1,2,2.0,0,0.4
1021885,48.0,2,4,6,1,14,1,1,1,0,1,0,2,2.0,0,0.1
50902,36.0,2,1,3,1,14,1,1,1,1,1,0,2,3.0,0,0.0
150818,38.0,4,1,4,3,14,1,0,0,0,0,0,2,4.0,0,0.0
566310,36.0,2,4,6,2,14,0,0,0,0,0,0,2,3.0,0,0.0
23490,30.0,4,1,6,3,14,1,0,0,0,0,0,2,3.0,0,0.0
595403,37.0,1,4,6,3,14,1,1,1,1,1,0,2,3.0,0,0.0
849434,60.0,1,1,6,2,14,0,0,0,0,0,0,2,2.0,0,0.0
169226,36.0,1,1,6,2,14,1,1,1,0,0,0,2,4.0,0,0.0
523717,52.0,4,6,6,3,14,0,0,0,0,0,0,2,1.0,0,0.0
719325,66.0,1,1,1,1,14,0,0,0,0,0,0,2,3.0,0,0.0
717194,59.0,2,1,2,1,14,1,1,1,1,1,1,2,3.0,0,0.5
171279,33.0,2,4,4,3,14,1,1,0,0,0,0,2,4.0,0,0.0
573030,21.0,4,6,6,3,14,1,0,0,0,0,0,2,3.0,0,0.0
72707,29.0,4,1,6,3,14,0,0,0,0,0,0,2,1.0,0,0.0
124045,42.0,2,1,2,3,14,1,1,1,1,1,0,2,4.0,0,0.1
995295,19.0,4,4,6,3,14,0,0,0,0,0,0,2,2.0,0,0.0
335951,70.0,2,1,6,3,14,1,1,1,1,1,1,2,4.0,0,0.4
804665,39.0,3,1,3,1,5,1,1,1,1,1,1,2,2.0,0,0.0
856994,75.0,3,1,4,1,14,0,0,0,0,0,0,2,4.0,0,0.0
133914,28.0,2,2,6,3,14,1,0,1,0,0,0,2,4.0,0,0.0
731305,54.0,1,6,4,3,14,0,0,0,0,1,0,2,3.0,0,0.0
1029373,21.0,1,1,4,3,14,0,0,0,0,0,0,2,2.0,0,0.0
329879,62.0,1,1,3,1,14,0,0,1,0,1,0,2,4.0,0,0.0
108075,38.0,1,3,6,3,14,0,0,0,0,0,0,2,3.0,0,0.0
789063,23.0,4,1,3,3,14,0,0,0,0,0,0,2,2.0,0,0.0
362305,78.0,2,2,6,1,14,0,1,1,0,1,0,2,4.0,0,0.2
814191,47.0,1,1,4,1,14,1,0,0,0,0,0,2,2.0,0,0.1
557319,41.0,2,1,6,3,14,0,1,1,1,0,0,2,3.0,0,0.0
805034,39.0,1,1,3,1,1,1,1,1,1,1,1,2,2.0,0,0.3
1079098,55.0,4,1,3,3,14,1,1,1,1,1,0,2,4.0,0,0.2
673469,49.0,4,1,5,3,14,1,1,1,0,1,1,2,3.0,0,0.3
165316,68.0,4,1,3,1,6,0,1,1,1,1,1,2,4.0,0,0.0
374348,39.0,2,2,6,3,14,1,0,0,0,0,0,2,4.0,0,0.0
1031430,65.0,1,5,3,1,2,1,1,1,1,1,1,2,2.0,0,0.5
776516,75.0,1,1,3,1,14,1,1,1,0,0,0,2,2.0,0,0.0
1071391,51.0,1,6,1,3,14,0,0,0,0,0,0,2,2.0,0,0.0
1098061,51.0,2,4,4,1,14,1,0,1,1,0,0,2,2.0,0,0.0
817707,74.0,1,6,5,3,14,1,1,1,1,1,1,2,2.0,1,0.8
1052224,56.0,2,1,2,1,1,1,1,1,1,1,0,2,2.0,0,0.3
1003000,60.0,2,1,3,3,3,1,0,1,0,0,0,2,2.0,0,0.0
989406,27.0,4,4,6,3,14,1,0,1,0,0,0,2,2.0,0,0.0
304427,30.0,2,1,6,3,14,1,1,1,0,0,0,2,3.0,0,0.0
261257,68.0,1,1,3,3,14,1,1,1,1,1,0,2,4.0,0,0.1
866444,82.0,3,6,6,3,14,0,0,0,0,0,0,2,4.0,0,0.0
79611,83.0,2,4,5,1,14,1,1,1,1,1,1,2,1.0,0,0.3
857371,70.0,2,1,4,1,5,1,1,1,1,0,0,2,4.0,0,0.1
981988,44.0,4,4,4,3,14,1,0,1,1,1,0,2,2.0,0,0.0
786722,67.0,2,6,3,3,1,1,1,1,0,0,0,2,2.0,0,0.4
114075,74.0,1,1,1,1,5,1,1,1,1,1,0,2,3.0,0,0.4
975656,78.0,2,1,4,3,14,1,1,1,0,0,0,2,2.0,0,0.0
823548,26.0,2,1,4,3,14,1,0,1,0,0,0,2,2.0,0,0.0
39346,41.0,2,1,4,3,14,1,1,1,1,1,0,2,3.0,0,0.0
1095531,85.0,2,1,4,3,14,1,1,0,0,0,0,2,2.0,0,0.0
369137,66.0,2,2,4,3,14,1,1,1,0,0,0,2,4.0,0,0.0
760398,22.0,4,3,6,3,14,1,0,0,0,0,0,2,3.0,0,0.0
544259,68.0,2,1,3,3,8,0,0,0,0,0,0,2,3.0,0,0.0
262979,69.0,4,4,3,1,14,1,1,1,1,1,1,2,4.0,0,0.2
681863,43.0,1,1,3,3,14,0,0,0,1,1,1,2,1.0,0,0.2
353358,30.0,4,2,6,3,14,1,0,0,0,1,0,2,4.0,0,0.0
863795,35.0,1,1,6,3,14,1,1,1,1,1,1,2,4.0,0,0.2
180157,75.0,2,4,3,3,14,1,1,1,0,0,0,2,4.0,0,0.0
266388,71.0,1,1,3,1,14,0,0,0,0,0,0,2,4.0,0,0.0
263715,79.0,2,1,4,1,14,1,1,1,0,0,0,2,4.0,0,0.0
219864,37.0,1,1,6,3,14,0,0,0,0,0,0,2,4.0,0,0.0
241693,58.0,2,1,1,3,14,1,0,1,1,1,1,2,4.0,0,0.2
69596,46.0,1,4,6,3,14,1,1,1,1,1,0,2,3.0,0,0.0
144650,69.0,2,1,2,3,14,1,1,1,0,1,0,2,4.0,0,0.0
609883,24.0,4,1,3,3,14,1,0,0,0,0,0,2,1.0,0,0.0
572857,33.0,1,1,6,3,14,1,0,0,0,0,0,2,3.0,0,0.0
409348,78.0,1,1,4,3,7,1,0,0,0,0,0,2,4.0,0,0.0
434235,23.0,4,6,2,3,14,0,0,0,0,0,0,2,1.0,0,0.0
881743,51.0,2,1,4,1,5,1,1,1,0,1,0,2,2.0,0,0.1
135200,67.0,1,5,3,3,14,1,1,1,1,1,0,2,4.0,0,0.0
504919,54.0,2,1,4,3,14,1,1,1,0,0,0,2,1.0,0,0.0
205472,43.0,1,1,6,3,14,0,0,0,1,0,0,2,4.0,0,0.0
550698,37.0,2,1,3,3,14,1,1,0,0,0,0,2,3.0,0,0.0
91349,41.0,4,6,6,3,14,0,0,0,0,0,0,2,1.0,0,0.0
601455,64.0,1,4,3,3,7,0,0,0,0,1,0,2,3.0,0,0.0
425254,26.0,2,4,4,3,14,1,1,0,0,0,0,2,4.0,0,0.0
310517,34.0,1,1,4,3,14,1,1,0,0,0,0,2,4.0,0,0.0
147761,37.0,2,1,6,3,14,1,0,0,0,0,0,2,4.0,0,0.0
985215,71.0,2,1,5,1,14,1,1,1,1,1,1,2,2.0,0,0.4
560834,56.0,2,4,3,3,14,1,0,1,1,1,1,2,3.0,0,0.2
647104,23.0,3,4,6,3,14,0,0,0,0,0,0,2,3.0,0,0.0
508286,55.0,2,1,6,3,14,1,0,0,0,0,0,2,1.0,0,0.0
843371,31.0,2,1,6,1,14,1,0,1,0,0,0,2,2.0,0,0.0
339844,56.0,2,4,4,1,14,1,1,1,0,0,0,2,1.0,0,0.0
234216,25.0,2,4,6,3,14,0,0,0,0,0,0,2,4.0,0,0.0
542069,56.0,4,5,6,3,14,1,1,1,1,0,0,2,1.0,0,0.0
358687,91.0,2,1,5,3,14,1,1,1,1,0,0,2,4.0,0,0.2
892367,56.0,1,1,3,3,5,1,1,1,1,1,1,2,2.0,0,0.2
346030,53.0,1,1,6,3,14,1,0,1,0,1,1,2,4.0,0,0.2
554147,71.0,2,4,5,1,14,1,0,1,0,0,0,2,3.0,0,0.0
728493,22.0,2,1,4,3,14,1,0,0,0,0,0,2,3.0,0,0.0
988617,25.0,2,4,3,3,14,1,0,0,0,0,0,2,2.0,0,0.0
828216,61.0,4,1,3,1,14,1,1,1,1,1,0,2,4.0,0,0.0
580261,42.0,4,6,4,3,14,1,0,0,0,0,0,2,3.0,0,0.1
932979,50.0,2,4,4,3,14,1,0,0,0,0,0,2,2.0,0,0.0
24387,23.0,1,4,6,3,14,0,0,0,0,0,0,2,3.0,0,0.0
162972,30.0,1,1,4,1,14,1,1,0,0,0,0,2,4.0,0,0.0
235265,34.0,2,1,6,3,14,1,0,1,0,1,0,2,4.0,0,0.0
994172,68.0,4,1,5,1,14,1,1,0,1,1,0,2,2.0,0,0.3
174411,63.0,2,1,6,1,14,1,1,1,1,1,1,2,4.0,1,0.8
852045,57.0,1,6,6,3,14,0,0,0,0,0,0,2,2.0,0,0.0
302093,55.0,2,1,4,1,3,1,1,1,1,1,1,2,4.0,0,0.5
43227,29.0,2,4,6,2,14,1,1,1,1,0,0,2,3.0,0,0.0
88191,50.0,1,3,4,3,14,1,1,1,1,1,0,2,1.0,0,0.2
891704,47.0,1,1,3,1,14,1,1,0,0,0,0,2,2.0,0,0.1
887624,46.0,1,1,4,1,1,1,0,1,1,1,1,2,2.0,0,0.2
720506,30.0,2,1,3,3,14,1,1,1,1,1,0,2,3.0,0,0.0
882778,79.0,2,1,5,1,5,1,1,1,1,1,1,2,2.0,1,0.7
301297,78.0,1,1,4,3,5,1,1,1,1,1,1,2,4.0,0,0.5
823990,33.0,1,1,6,3,14,1,1,1,1,1,0,2,4.0,0,0.0
820149,33.0,1,1,6,3,14,1,0,0,0,0,0,2,2.0,0,0.0
782038,71.0,1,1,4,1,14,1,1,1,1,1,1,2,2.0,0,0.3
650715,36.0,2,4,3,3,14,1,1,1,0,0,0,2,3.0,0,0.0
358388,56.0,2,4,6,3,14,1,0,1,0,1,0,2,4.0,0,0.1
557917,80.0,2,1,2,1,14,1,1,1,1,1,1,2,3.0,1,0.6
226686,69.0,1,1,3,3,4,1,1,1,0,1,0,2,4.0,0,0.2
472460,75.0,1,1,3,3,14,1,1,1,1,1,1,2,1.0,1,0.6
1089766,72.0,2,1,4,3,14,1,1,1,0,0,0,2,2.0,0,0.1
327516,34.0,1,1,4,2,4,1,0,1,1,1,0,2,1.0,0,0.1
414639,65.0,2,4,5,3,14,1,0,0,0,1,0,2,1.0,0,0.0
393819,23.0,2,1,6,1,14,1,1,0,0,0,0,2,1.0,0,0.0
643733,34.0,2,4,3,1,14,1,0,0,0,0,0,2,3.0,0,0.0
428839,71.0,1,1,6,3,14,0,1,0,1,0,0,2,1.0,0,0.1
367800,30.0,2,1,6,3,14,0,0,0,0,1,0,2,4.0,0,0.0
738704,72.0,4,1,3,3,14,1,1,1,0,1,0,2,3.0,0,0.0
1088611,32.0,2,4,4,3,14,1,0,0,0,0,0,2,2.0,0,0.0
888956,58.0,1,1,4,1,14,1,1,1,1,1,1,2,2.0,0,0.3
83647,85.0,2,6,5,3,14,1,1,1,1,1,1,2,1.0,0,0.5
252899,28.0,4,3,6,3,14,0,0,0,0,0,0,2,3.0,0,0.0
847583,22.0,3,1,6,3,14,1,0,0,0,0,0,2,2.0,0,0.0
1025370,44.0,4,1,1,3,1,1,0,0,0,1,0,2,2.0,0,0.0
355895,50.0,1,1,6,2,14,1,1,1,0,1,0,2,4.0,0,0.0
1075633,42.0,4,1,4,1,14,1,0,0,0,1,0,2,2.0,0,0.0
1091064,36.0,1,1,5,3,14,1,0,1,0,0,0,2,2.0,0,0.0
941797,81.0,2,1,4,1,3,1,1,1,1,1,1,2,2.0,1,1.0
386895,57.0,2,1,4,3,14,1,1,1,1,1,0,2,1.0,0,0.3
41150,43.0,1,4,6,3,14,1,0,0,0,0,0,2,3.0,0,0.0
376999,47.0,2,1,3,3,14,0,0,0,0,0,0,2,4.0,0,0.0
308450,82.0,2,1,3,1,14,1,1,1,1,1,1,2,4.0,0,0.4
962741,52.0,1,1,3,1,14,1,1,1,0,0,0,2,2.0,0,0.1
797085,53.0,1,1,6,1,14,1,0,0,0,0,0,2,2.0,0,0.0
484326,69.0,2,6,6,3,14,1,1,0,0,0,0,2,1.0,0,0.0
293264,58.0,2,1,6,3,14,1,1,1,0,0,0,2,4.0,0,0.0
771742,75.0,1,1,2,1,14,1,1,1,1,1,1,2,2.0,1,0.8
234680,44.0,2,4,4,1,14,1,1,1,0,1,1,2,4.0,0,0.3
687507,58.0,1,1,4,3,3,1,1,1,1,1,1,2,1.0,0,0.1
935183,28.0,2,1,6,3,14,0,0,0,0,0,0,2,2.0,0,0.0
276321,59.0,2,1,6,3,14,0,0,0,0,0,0,2,4.0,0,0.0
554458,23.0,4,1,6,3,14,0,0,0,0,0,0,2,3.0,0,0.0
250348,63.0,2,1,3,1,14,1,1,1,1,0,0,2,3.0,0,0.1
511967,22.0,2,1,5,2,14,1,0,0,0,0,0,2,1.0,0,0.0
949589,69.0,2,1,6,2,14,1,1,1,1,1,1,2,2.0,0,0.4
179693,62.0,1,1,4,3,5,1,1,1,1,1,1,2,4.0,0,0.2
313409,38.0,2,1,6,3,14,1,0,0,0,0,0,2,4.0,0,0.0
221757,29.0,4,4,6,3,14,0,0,0,0,0,0,2,4.0,0,0.0
711108,82.0,4,4,2,3,14,1,1,1,0,1,1,2,3.0,0,0.1
600256,71.0,1,1,3,1,14,1,1,1,1,1,1,2,3.0,0,0.5
828504,34.0,2,4,5,3,14,1,1,0,0,0,0,2,4.0,0,0.0
474523,35.0,4,4,6,3,14,0,0,0,0,0,0,2,1.0,0,0.0
354493,68.0,2,1,2,3,14,1,1,1,0,0,0,2,4.0,0,0.0
747725,45.0,4,6,3,1,14,1,1,1,1,1,1,2,3.0,0,0.0
609637,55.0,2,1,4,3,14,1,1,1,0,0,0,2,1.0,0,0.0
322289,63.0,2,1,6,2,14,1,1,1,1,1,0,2,4.0,0,0.1
863179,62.0,3,1,6,3,14,0,1,0,1,1,0,2,4.0,0,0.0
462306,46.0,1,4,3,3,14,1,1,1,1,0,0,2,1.0,0,0.0
850,52.0,1,1,3,1,14,1,1,1,1,1,1,2,2.0,0,0.3
331982,57.0,2,4,6,3,14,0,0,0,0,0,0,2,1.0,0,0.0
104736,31.0,1,6,6,3,14,0,0,0,0,0,0,2,3.0,0,0.0
466010,48.0,2,4,6,3,14,1,1,1,1,1,0,2,1.0,0,0.1
363198,21.0,4,2,6,3,14,0,0,0,0,0,0,2,4.0,0,0.0
846661,25.0,1,1,6,3,14,1,0,1,0,0,0,2,2.0,0,0.0
930926,86.0,2,6,6,3,14,0,1,1,0,0,0,2,2.0,0,0.2
760649,45.0,2,1,6,3,14,1,1,1,1,1,0,2,3.0,0,0.2
722935,58.0,3,1,6,1,14,0,1,1,1,1,1,2,3.0,1,0.6
626297,25.0,4,4,6,3,14,0,0,0,0,0,0,2,1.0,0,0.0
173677,64.0,4,1,4,1,14,0,0,0,0,0,0,2,4.0,0,0.0
527985,50.0,1,4,4,1,14,1,0,1,0,1,1,2,1.0,0,0.1
905751,90.0,3,1,4,3,14,1,1,1,1,1,1,2,2.0,1,0.8
767102,33.0,2,1,6,3,14,1,0,0,0,0,0,2,3.0,0,0.0
514864,31.0,4,4,6,3,14,1,1,1,1,1,0,2,1.0,0,0.0
549469,24.0,2,1,6,3,14,0,0,0,0,0,0,2,3.0,0,0.0
294713,46.0,1,5,2,3,14,1,0,1,0,1,0,2,4.0,0,0.0
621598,25.0,4,1,6,3,14,0,0,0,0,0,0,2,1.0,0,0.0
277536,23.0,2,1,6,3,14,0,0,0,0,0,0,2,4.0,0,0.0
630716,64.0,2,1,3,2,14,1,1,1,1,1,1,2,3.0,1,0.6
367078,58.0,2,2,6,3,14,1,0,0,0,0,0,2,4.0,0,0.0
968343,72.0,2,1,4,1,14,1,0,0,0,0,0,2,2.0,0,0.0
881755,56.0,4,1,6,3,14,0,0,1,1,1,1,2,2.0,0,0.2
317505,68.0,4,1,4,3,14,1,0,0,0,0,0,2,4.0,0,0.0
654264,82.0,2,1,5,3,14,1,1,1,1,1,0,2,1.0,1,0.7
102908,82.0,1,4,2,3,14,0,0,0,0,1,1,2,3.0,0,0.2
154974,72.0,3,1,4,3,5,0,0,0,0,0,0,2,4.0,0,0.1
55629,89.0,1,1,6,3,14,1,0,0,0,0,0,2,3.0,0,0.0
239724,67.0,1,1,4,1,4,1,0,0,0,1,0,2,4.0,0,0.1
1043205,79.0,1,1,3,3,1,1,1,1,1,1,0,2,2.0,0,0.2
498945,38.0,2,1,4,3,14,0,0,0,0,0,0,2,1.0,0,0.0
1089971,80.0,1,1,5,1,3,1,1,1,1,1,1,2,2.0,1,0.9
683709,71.0,2,1,2,3,14,0,0,0,0,0,0,2,1.0,0,0.0
692229,48.0,4,4,4,3,14,1,1,1,1,1,0,2,1.0,0,0.1
738248,71.0,1,4,4,3,5,1,1,1,0,0,0,2,3.0,0,0.0
952890,25.0,2,1,3,3,14,0,0,1,0,0,0,2,2.0,0,0.0
436449,67.0,2,1,4,1,14,1,1,1,1,1,1,2,1.0,0,0.4
1013782,89.0,2,1,3,3,14,1,1,1,1,1,1,2,2.0,1,0.7
643815,36.0,2,4,6,2,14,0,0,0,0,0,0,2,3.0,0,0.0
404170,59.0,2,1,4,3,5,1,1,1,1,1,0,2,1.0,0,0.3
675199,63.0,2,3,6,3,14,0,0,0,0,0,0,2,3.0,0,0.0
212637,33.0,2,1,2,3,14,1,1,1,1,1,0,2,4.0,0,0.0
291031,48.0,1,1,4,2,9,1,1,1,1,1,0,2,4.0,0,0.1
287959,41.0,2,4,6,3,14,1,1,1,1,1,0,2,4.0,0,0.2
285573,45.0,1,1,2,1,2,1,0,1,1,1,0,2,4.0,0,0.3
749527,51.0,2,1,3,3,14,1,1,1,1,1,1,2,3.0,1,0.6
1100057,63.0,1,1,2,3,14,1,1,1,0,0,0,2,2.0,0,0.0
150406,69.0,1,1,4,3,14,0,0,1,0,0,0,2,4.0,0,0.0
177357,40.0,2,2,3,3,14,1,1,1,1,1,1,2,4.0,0,0.3
1050725,59.0,2,1,6,3,14,0,0,0,0,0,0,2,2.0,0,0.0
756413,48.0,1,1,4,1,1,1,1,0,0,0,0,2,3.0,0,0.1
6559,47.0,1,1,3,1,14,1,0,0,0,0,0,2,2.0,0,0.1
1096802,57.0,2,6,6,1,14,1,1,1,0,0,0,2,2.0,0,0.1
607428,53.0,4,4,6,3,14,0,0,0,0,0,0,2,3.0,0,0.0
930869,30.0,4,1,6,3,14,0,0,0,0,0,0,2,2.0,0,0.0
54848,72.0,1,6,6,3,14,0,0,0,0,0,0,2,3.0,0,0.0
125261,68.0,4,1,6,3,14,1,0,0,0,0,0,2,4.0,0,0.0
982720,56.0,2,1,4,1,14,1,1,0,1,1,0,2,2.0,0,0.2
681713,59.0,4,4,6,3,14,1,0,0,0,0,0,2,1.0,0,0.0
903484,63.0,1,1,6,1,14,1,1,1,1,1,1,2,2.0,1,0.6
576106,30.0,2,4,6,3,14,0,0,0,0,0,0,2,1.0,0,0.0
452279,75.0,1,6,4,1,14,1,0,0,0,0,1,2,1.0,0,0.4
405853,55.0,2,1,3,3,8,1,1,1,0,0,0,2,1.0,0,0.1
581554,53.0,2,4,4,2,14,1,0,0,0,0,0,2,3.0,0,0.0
579305,27.0,2,6,4,2,14,0,0,1,0,0,0,2,3.0,0,0.0
450612,68.0,2,1,4,1,14,0,1,1,1,1,1,2,1.0,0,0.2
591751,63.0,1,1,4,3,14,1,0,0,1,1,0,2,3.0,0,0.1
608509,83.0,2,6,4,1,14,1,1,1,1,1,1,2,3.0,1,0.6
353620,28.0,2,4,4,3,14,0,0,0,0,0,0,2,4.0,0,0.0
328416,36.0,4,1,6,3,14,0,0,0,0,0,0,2,1.0,0,0.0
883942,60.0,4,5,3,3,14,1,0,0,0,0,0,2,2.0,0,0.0
144224,48.0,4,6,2,3,14,1,1,0,0,0,0,2,4.0,0,0.0
886396,34.0,1,1,6,3,14,1,0,1,1,1,1,2,2.0,0,0.2
158332,49.0,1,1,3,3,4,1,1,1,1,1,1,2,4.0,0,0.2
978728,76.0,1,1,3,3,14,1,0,0,0,0,0,2,2.0,0,0.0
206758,57.0,4,5,4,1,3,1,0,0,0,0,0,2,4.0,0,0.1
1007017,49.0,1,1,2,3,14,1,1,1,1,1,1,2,2.0,1,0.8
561819,31.0,4,1,2,3,14,1,0,1,0,0,0,2,3.0,0,0.0
